Institution_ID,Institution_Name,Institution_Address,Institution_City,Institution_State,Institution_Zip,
160481,Erikson Institute,451 North LaSalle Street,Chicago,IL,60654,
142300,Erskine College,2 Washington St,Due West,SC,29639,
155177,Erwin Technical College,2010 E Hillsborough Ave,Tampa,FL,33612,
151014,Escuela de Artes Plasticas y Diseno de Puerto Rico,Barrio Ballaja Campo Del Morro,San Juan,PR,00902-1112,
163204,Escuela de Peritos Electricitas de Isabela,1059 Calle Surinam Pr 112 Norte,Isabela,PR,662,
172592,Escuela Hotelera de San Juan,229 Guayama St,Hato Rey,PR,917,
215354,Escuela Hotelera de San Juan - Maaguez,"Road 114, KO Western Industrial, Park BO Guanajibo",Mayaguez,PR,682,
200147,Escuela Tecnica De Electricidad,Calle Villa #190,Ponce,PR,00730-4875,
158778,Escuelas Leicester,1940 S Figueroa St,Los Angeles,CA,90007,
200156,"ESL Instruction & Consulting, Inc.","2200 Northlake Parkway, Suite 276",Tucker,GA,30084,
236878,"ESL Program, University of North Carolina, Wilmington",601 South College Road,Wilmington,NC,28403-5965,
235307,Essentials Academy of Cosmetology,4302 Howard Bush Drive,Neosho,MO,64850,
128090,Essex County College,303 University Ave,Newark,NJ,7102,
185572,Estelle Medical Academy,"64 Old Orchard Center, Suite 710",Skokie,IL,60077,
216232,Estelle Skin Care and Spa Institute,"10024 Skokie Boulevard, Suite 301",Skokie,IL,60077,
161651,Estes Institute of Cosmetology Arts and Science,324 E Main St,Visalia,CA,93291,
159939,Esthetics Institute at Concord Academy,20 S Main St,Concord,NH,03301-4809,
218715,Eternity Bible College,2136 Winifred Street,Simi Valley,CA,93063,
214564,"Eternity Cosmetology School, Corp.","4698 Forest Hill Boulevard, Suite C",West Palm Beach,FL,33415,
236212,ETI School of Skilled Trades,"500 Joliet Road, Suite 100N",Willowbrook,IL,60527,
134714,ETI Technical College,2076 Youngstown Warren Rd,Niles,OH,44446-4398,
160782,Euclid Hospital/Cleveland Clinic Health System,18901 Lakeshore Blvd,Euclid,OH,44119,
207069,EUCON International University,P.O Box 500087 CK,Saipan,MP,96950,
112969,Eureka College,300 E. College Ave.,Eureka,IL,61530,
210340,Eureka Institute of Health and Beauty,11373 West Flagler Street,Miami,FL,33174,
207874,European Institute of Cosmetology,2540 NE Martin Luther King Jr. Boulevard,Portland,OR,97212,
238227,European Medical School of Massage LLC,2913 Windmill Road Suite 12,Sinking Spring,PA,19608,
125347,Evangel University,1111 N Glenstone,Springfield,MO,65802,
207917,Evangelia University,"2660 W. Woodland Dr., Suite 200",Anaheim,CA,92801,
151032,Evangelical Seminary of Puerto Rico,776 Ponce De Leon,San Juan,PR,925,
139588,Evangelical Theological Seminary,121 S College St,Myerstown,PA,17067-1299,
175041,Evans Community Adult School,717 N. Figueroa St.,Los Angeles,CA,90012,
146852,Evans Hairstyling College - Cedar City,169 North 100 West,Cedar City,UT,84720,
146843,Evans Hairstyling College - Lindon,284 West 200 North,Lindon,UT,84042,
214467,Evans Hairstyling College - Rexburg,67 Winn Drive,Rexburg,ID,83440,
146861,Evans Hairstyling College - Saint George,955 E Tabernacle,Saint George,UT,84770,
114691,Evansville Tri-State Beauty College,4920 Tippecanoe,Evansville,IN,47715-3236,
137467,Eve's College of Hairstyling,912 C Ave,Lawton,OK,73501,
218867,Everblue Training Institute,"16950 Northcross Drive, Suite 100",Huntersville,NC,28078,
239503,Everest College,2841 Greenbrier Parkway SW,Atlanta,GA,30331,
105473,Everest College - Alhambra,2215 Mission Rd,Alhambra,CA,91803,
155450,Everest College - Anaheim,"511 North Brookhurst St., Suite 300",Anaheim,CA,92801-5229,
238281,Everest College - Chesapeake,825 Greenbrier Circle,Chesapeake,VA,23320-2637,
172033,Everest College - Chicago,247 South State Street #400,Chicago,IL,60604,
155478,Everest College - City of Industry,12801 Crossroads Parkway South,City of Industry,CA,91746-1023,
107293,Everest College - Colorado Springs,1815 Jet Wing Drive,Colorado Springs,CO,80916,
238290,Everest College - Everett,"906 SE Everett Mall Parkway, 6th Floor",Everett,WA,98208,
105464,Everest College - Gardena,"1045 W. Redondo Beach Boulevard, Suite 275",Gardena,CA,90247,
127273,Everest College - Henderson,170 North Stephanie,Henderson,NV,89014,
105446,Everest College - Los Angeles,3460 Wilshire Blvd Ste 500,Los Angeles,CA,90010,
170611,Everest College - Lynnwood,19020 33rd Ave W-Ste 250,Lynnwood,WA,98036,
155371,Everest College - Ontario,1460 S. Milliken Ave,Ontario,CA,91761-2338,
100876,Everest College - Phoenix,"10400 N. 25th Avenue, Suite 190",Phoenix,AZ,85021,
138567,Everest College - Portland,600 SW 10th Avenue #400,Portland,OR,97205,
148487,Everest College - Renton,"981 Powell Avenue, SW, Suite 200",Renton,WA,98055,
105437,Everest College - Reseda,"18040 Sherman Way, Suite 400",Reseda,CA,91335,
105482,Everest College - San Bernardino,"217 Club Center Drive, Ste. A",San Bernardino,CA,92408,
122940,Everest College - Skokie,9811 Woods Drive,Skokie,IL,60077-1074,
126100,Everest College - Springfield,1010 West Sunshine,Springfield,MO,65807,
107752,Everest College - Thornton,9065 Grant St,Thornton,CO,80229,
164988,Everest College - Torrance,1231 Cabrillo Ave Ste 201,Torrance,CA,90501,
146922,Everest College - West Valley,3280 West 3500 South,West Valley City,UT,84119,
238397,Everest College - Woodbridge,14555 Potomac Mills Road,Woodbridge,VA,22192,
155034,Everest College- West Los Angeles,3000 S Robertson Blvd #300,Los Angeles,CA,90034-3169,
171827,Everest Institute,1750 Beaver Ruin Rd-Ste 500,Norcross,GA,30093,
111300,Everest Institute - Atlanta Downtown,"101 Marietta Street, NW Suite 600",Atlanta,GA,30303,
121576,Everest Institute - Brighton,1505 Commonwealth Ave,Brighton,MA,02135-3605,
149514,Everest Institute - Cross Lanes,5514 Big Tyler Road,Cross Lanes,WV,25313,
173391,Everest Institute - Eagan,"1000 Blue Gentian Road, Suite 250",Eagan,MN,55121-1696,
122542,Everest Institute - Grand Rapids,1750 Woodworth St NE,Grand Rapids,MI,49525,
102544,Everest Institute - Hayward,22336 Main Street,Hayward,CA,94541,
239497,Everest Institute - Marietta Campus,"1600 Terrell Mill Road, Suite G",Marietta,GA,30067,
139339,Everest Institute - Pittsburgh,100 Forbes Ave Kossman Building Suite 1200,Pittsburgh,PA,15222-1320,
131803,Everest Institute - Rochester,1630 Portland Ave,Rochester,NY,14621-3007,
145594,Everest Institute - San Antonio,6550 First Park Ten,San Antonio,TX,78213,
105428,Everest Institute - San Francisco,"814 Mission Street,  Suite 500",San Francisco,CA,94103-9946,
105455,Everest Institute - San Jose,1245 South Winchester Blvd #102,San Jose,CA,95128,
185925,Everest Institute - South Plainfield,"50000 Hadley Road, Suite 100",South Plainfield,NJ,7080,
122959,Everest Institute - Southfield,21107 Lahser Road,Southfield,MI,48033,
238306,Everest University - Tampa,3319 W Hillsborough Ave,Tampa,FL,33614,
236498,Everest University Online - Tampa,10117 Princess Palm Avenue,Tampa,FL,33584,
148618,Everett Community College,2000 Tower Street,Everett,WA,98201,
158282,Everglades University,"5002 T-Rex Avenue, Suite 100",Boca Raton,FL,33431,
186061,Everglades University - Orlando,5600 Lake Underhill Road,Orlando,FL,32807,
233161,Evergreen Academy,"7630 Little River Turnpike, #100",Annandale,VA,22003,
190707,Evergreen Beauty and Barber College,"802 SE Everett Mall Way, Suite A",Everett,WA,98208,
148423,Evergreen Beauty and Barber College - Bellevue,14045 NE 20th St,Bellevue,WA,98007,
205683,Evergreen Healthcare,12040 NE 128th St,Kirkland,WA,98034-3013,
103963,Evergreen Valley College,3095 Yerba Buena Rd,San Jose,CA,95135-1598,
183497,Ex'pression College for Digital Arts,6601 Shellmound St,Emeryville,CA,94608,
229993,Excel Academies of Cosmetology,7990 Broadway,Merrillville,IN,46410,
230153,Excel Academies of Cosmetology - Kentwood,2855 29th Street SE,Kentwood,MI,49512,
230162,Excel Academies of Cosmetology - Lansing,"125 North Clippert, Suite C",Lansing,MI,48912,
237640,Excel Barber and Style College,3532 West Hamilton Avenue,Nashville,TN,37218,
132709,Excelsior College,7 Columbia Cir,Albany,NY,12203-5159,
172608,Expertise Cosmetology Institute,1911 Stella Lake Street,Las Vegas,NV,89106,
144935,Exposito School of Hair Design Ltd,3710 Mockingbird,Amarillo,TX,79109-3208,
236771,Express Training Services,"3911 Newberry Road, Suite B",Gainesville,FL,32607,
213695,Eye Care Center of New Jersey Residency in Ocular Disease/Primary Care,108 Broughton Ave.,Bloomfield,NJ,7003,
218007,Eye Center of Texas Residency in Ocular Disease and Refractive and Ocular Surgery,6565 West Loop South,Bellaire,TX,74101,
193645,Eye Center of Toledo Residency in Ocular Disease,"3000 Regency Court, Suite 100",Toledo,OH,43623,
210766,Eye Centers of Florida Residency in Ocular Disease,4101 Evans Ave.,Fort Myers,FL,33901,
193654,Eye Health Partners of Middle Tennessee Residency in Ocular Disease,"1832 Ward Drive, Suite 101",Murfreesboro,NJ,37129,
217998,EyeCare Associates of South Tulsa Residency in Ocular Disease,"10010 E 81st Street, Suite 100",Tulsa,OK,74133,
219541,Eyecare Professionals P.C. Residency in Vision Therapy and Rehabilitation,1777 Kusen Road,Hamilton Square,NJ,8690,
117557,Ezell's Cosmetology School,504 Maple St,Murray,KY,42071-2530,
190716,Ezp's College of Barbering,3983 Brainerd Road,Chattanooga,TN,37411,
241386,Ezra University,2064 Marengo Street,Los Angeles,CA,90033,
240532,Face to Face Learning Center,"8181 NW 36th Street, Suite 30",Miami,FL,33166,
186335,Fairfield Career Center,4000 Columbus-Lancaster Rd NW,Carroll,OH,43112,
108153,Fairfield University,1073 N Benson Rd,Fairfield,CT,06824-5195,
175069,Fairfield-Suisun Adult School,1100 Civic Center Drive,Fairfield,CA,94533,
128115,Fairleigh Dickinson University,1000 River Road,Teaneck,NJ,7666,
149374,Fairmont State University,1201 Locust Ave,Fairmont,WV,26554-2470,
158361,Fairview Academy,22610 Lorain Road,Fairview Park,OH,44126,
214175,Fairview Southdale Hospital,"6545 France Avenue, Suite 450",Edina,MN,55435,
115913,Faith Baptist Bible College and Theological Seminary,1900 NW 4th St,Ankeny,IA,50023-2152,
238786,Faith Bible College,6330 Newtown Road Suite 211,Norfolk,VA,23502,
238795,Faith Bible Seminary,5526 State Road 26 East,Lafayette,IN,47905,
171146,Faith International University,3504 North Pearl Street,Tacoma,WA,98407-0186,
215974,Faith Theological Seminary,529 Walker Avenue,Baltimore,MD,21212,
219550,"Family Eyecare Associates, P.C. Residency in Vision Therapy and Rehabilitation","17-10 Fair Lawn Avenue, 2nd Floor",Fair Lawn,NJ,7410,
171155,Family of Faith College,"30 Kinville, PO Box 1805",Shawnee,OK,74804,
225089,Family Practice Center Dental Clinic - Brody School of Medicine General Practice Residency 12 Months,Department Family Med - Box 6072,Greenville,NC,27858,
195641,Family Service & Guidance Center,327 SW Frazier,Topeka,KS,66606-1963,
174154,Family Therapy/Play Therapy Institute,"12101 East 2nd Ave, Suite 100",Aurora,CO,80011,
240213,Fargo VAMC,2102 North Elm Street,Fargo,ND,58102,
161536,Faris Technical Institute,1119 Kent Avenue,Nederland,TX,77627,
125639,Farmington Missouri Hospital Company,1212 Weber Road,Farmington,MO,63640-3325,
175078,Farrington Community School for Adults,"1101 Kalihi St., Room U-101",Honolulu,HI,96819,
103990,Fashion Careers College,1923 Morena Blvd,San Diego,CA,92110-3555,
204033,Fashion Design Training Center,"38268 6th Street, East",Palmdale,CA,93550,
110635,Fashion Focus Hair Academy,2184 Gulf Gate Dr,Sarasota,FL,34231-4813,
130402,Fashion Institute of Technology,Seventh Avenue At 27th Street,New York,NY,10001-5992,
191995,FastTrain College - Jacksonville,"10752 Deerwood Park Boulevard South, Suite 201",Jacksonville,FL,32256,
192022,FastTrain College - Miami,5555 West Flagler Street,Miami,FL,33134,
192004,FastTrain College - Plantation,51 North State Road 7,Plantation,FL,33317,
192013,FastTrain College - Tampa,2156 University Square Mall,Tampa,FL,33612,
100238,Faulkner University,5345 Atlanta Hwy,Montgomery,AL,36109-3378,
115922,Faust Institute of Cosmetology,1290 North Lake Avenue,Storm Lake,IA,50588,
157359,Faust Institute of Cosmetology,1543 18th Street,Spirit Lake,IA,51360,
209737,Faxton-St Luke's Health Care Dental General Practice Residency 12 Months,P. O. Box 479,Utica,NY,13503,
132125,Faxton-St Luke's Healthcare School of Radiologic Technology,Champlin Rd,Utica,NY,13503-0479,
168388,Fayette Beauty Academy,386 N Glynn St,Fayetteville,GA,30214,
152521,Fayette County Career and Technical Institute,175 Georges Fairchance Rd,Uniontown,PA,15401,
160922,Fayette Institute of Technology,300 West Oyler Avenue,Oak Hill,WV,25901,
133429,Fayetteville Beauty College,3442 Bragg Blvd,Fayetteville,NC,28303,
143330,Fayetteville College of Cosmetology Arts & Sciences,201 West College Street,Fayetteville,TN,37334-0135,
133447,Fayetteville State University,1200 Murchison Rd,Fayetteville,NC,28301-4298,
133438,Fayetteville Technical Community College,2201 Hull Rd,Fayetteville,NC,28303-0236,
104027,Feather River College,570 Golden Eagle Ave,Quincy,CA,95971-9124,
240222,Federal Correctional Complex - Terre Haute,4700 Bureau Raod South,Terre Haute,IN,47802,
196291,"Federal Correctional Complex, Butner Psychology Internship",P.O. Box 1600,Butner,NC,27509-1600,
175087,Federal Correctional Institution - Dublin,"5701 8th Street, Camp Parks",Dublin,CA,94568,
197896,Federal Correctional Institution - Fort Worth,3150 Horton Road,Fort Worth,TX,76119,
195252,Federal Correctional Institution - Tallahassee,501 Capital Circle NE,Tallahassee,FL,32301,
176169,Federal Correctional Institution - Terminal Island,1299 Seaside Avenue,Terminal Island,CA,90731,
195793,Federal Medical Center - Devens,P.O. Box 880,Devens,MA,1432,
188979,Federal Medical Center - Lexington,3301 Leestown Road,Lexington,KY,40511-8799,
196088,Federal Medical Center - Rochester,P.O. Box 4600,Rochester,MN,55903-4600,
197887,"Federal Medical Center, Carswell Psychology Internship","J Street Building 3000, P.O. Box  27066",Fort Worth,TX,76127,
223445,"Federal Medical Center, Lexington Psychology Internship",3301 Leestown Road,Lexington,KY,40511-8799,
104036,Federico Beauty Institute,1515 Sports Drive    Ste 100,Sacramento,CA,95834,
217217,"Federico Career Colleges of Bakersfield, Inc.","3015 Calloway Drive, Suite #6",Bakersfield,CA,93312,
217226,"Federico Career Colleges, Inc.",5660 North Blackstone Avenue,Fresno,CA,93710,
130411,FEGS Trades and Business School,80 Vandam Street,New York,NY,10013-1007,
235325,Fei Tian College,140 Galley Hill Road,Cuddebackville,NY,12729,
230551,Felbry College - School of Nursing,6055 Cleveland Avenue,Columbus,OH,43231,
128124,Felician University,262 S Main St,Lodi,NJ,7644,
230232,Feminique School of Beauty,10225 South Western Blvd.,Chicago,IL,60643,
237002,Ferrara?s Beauty School,"108-22 Queens Boulevard, 2nd Floor",Forest Hills,NY,11375,
122463,Ferris State University,1201 S. State Street,Big Rapids,MI,49307,
147572,Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,24088-9000,
103981,FIDM/Fashion Institute of Design & Merchandising,919 South Grand Avenue,Los Angeles,CA,90015-1421,
104045,Fielding Graduate University,2112 Santa Barbara St,Santa Barbara,CA,93105,
155955,Final Touch Beauty School,5700 North Hills Street,Meridian,MS,39307,
166814,Fine Mortuary College,150 Kerry Place,Norwood,MA,2062,
130420,Finger Lakes Community College,3325 Marvin Sands Drive,Canandaigua,NY,14424-8395,
130989,Finger Lakes Health College of Nursing,196 North Street,Geneva,NY,14456-1651,
217934,Finger Lakes School of Massage,1251 Trumansburg Road,Ithaca,NY,14850,
238014,Finishing Trades Inst. of the Southwest (FTI-SW) Painters Glaziers and Floorcoverers Safety Trng Trust Fund,"1701 Whitney Mesa Drive, Suite 104",Henderson,NV,89014,
210429,Finishing Trades Institute of the Mid-Atlantic Region,2190 Hornig Road,Philadelphia,PA,19116,
241173,Finishing Trades Institute of the Southwest,"1701 Whitney Mesa Drive, Suite 104",Henderson,NV,89014,
233499,Finishing Trades Institute of the Upper Midwest,"3205 Country Drive, Suite 150",Little Canada,MN,55117,
123217,Finlandia University,601 Quincy St,Hancock,MI,49930-1882,
214184,Firelands Regional Medical Center,1912 Hayes Avenue,Sandusky,OH,44870,
136695,Firelands Regional Medical Center School of Nursing,1912 Hayes Ave,Sandusky,OH,44870-4788,
217396,First Class Cosmetology School,306 State Street,Beloit,WI,35311,
230959,First Coast Barber Academy,625 Julia Street,Jacksonville,FL,32202,
110307,First Coast Technical College,2980 Collins Ave,St Augustine,FL,32084-1921,
112978,First Institute,790 McHenry Ave,Crystal Lake,IL,60014,
184728,First Institute Inc - Aurora,"One Smoke Tree Plaza, Ste C",Aurora,IL,60542,
231925,First Response Medical Training,"2904 Trimmier Road, Suite 2",Killeen,TX,76542,
122065,"Fiser's College of Cosmetology, LLC",329-1/2 E Maumee,Adrian,MI,49221,
121062,Fisher College,118 Beacon St,Boston,MA,2116,
143349,Fisk University,1000 17th Ave N,Nashville,TN,37208-4501,
121071,Fitchburg State University,160 Pearl St,Fitchburg,MA,01420-2697,
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA",1885 Lundy Avenue Suite 108,San Jose,CA,95131,
104054,"Five Branches University:  Graduate School of Traditional Chinese Medicine - Santa Cruz, CA",200 7th Avenue,Santa Cruz,CA,95062,
130439,Five Towns College,305 North Service Road,Dix Hills,NY,11746-5871,
109332,Flagler College,74 King Street,Saint Augustine,FL,32084,
210359,Flagler Technical Center,5400 E. Highway 100,Palm Coast,FL,32164,
230339,Flair Beauty College,18914 Soledad Canyon Road,Canyon Country,CA,91351,
126553,Flathead Valley Community College,777 Grandview Dr,Kalispell,MT,59901,
159045,Flatwoods Civilian Conservation Center,2803 Dungannon Road,Coeburn,VA,24230,
240949,Flawless Barber Academy,13100 Shaker Square,Cleveland,OH,44120,
205692,Fletcher Allen Health Care,"111 Colchester Ave, Mercy 328",Burlington,VT,05401-1473,
209560,Fletcher Allen Health Care Dental General Practice Residency 12 Months,One South Prospect Street,Burlington,VT,5401,
109341,FlightSafety Academy,"2805 Airport Drive, P.O. Box 2708",Vero Beach,FL,32961,
116819,Flint Hills Technical College,3301 W. 18th Ave.,Emporia,KS,66801,
122472,Flint Institute of Barbering Inc,3214 Flushing Rd,Flint,MI,48504-4395,
152576,Flint River Technical College,1533 Highway 19 South,Thomaston,GA,30286-4752,
214926,Florence School District #1 Montessori Teacher Program,319 S. Dargan Street,Florence,SC,29506,
142319,Florence-Darlington Technical College,2715 W. Lucas Street,Florence,SC,29501-0548,
217855,Florida Academy,4387 Colonial Blvd.,Fort Myers,FL,33966,
178484,Florida Academy of Health & Beauty,2901 West Oakland Boulevard B16-18,Oakland Park,FL,33311,
109305,Florida Agricultural and Mechanical University,1668 South Martin Luther King Jr. Boulevard,Tallahassee,FL,32307,
109314,Florida Atlantic University,777 Glades Rd,Boca Raton,FL,33431-0991,
169725,Florida Barber Academy,3269 N. Federal Highway,Pompano,FL,33064,
109457,Florida Career College - Miami,"1321 S.W. 107 Avenue, Suite 201B",Miami,FL,33174,
168953,Florida Center for Theological Studies,"111 NE First Street, 8th Floor",Miami,FL,33132,
109165,Florida Christian College,1011 Bill Beck Blvd,Kissimmee,FL,34744,
166346,Florida Coastal School of Law,8787 Baypine Road,Jacksonville,FL,32256,
109350,Florida College,119 N Glen Arven Ave,Temple Terrace,FL,33617-5578,
238263,Florida College of Health Science,600 South Rio Grande Avenue,Orlando,FL,32809,
166197,Florida College of Integrative Medicine,7100 Lake Ellenor Drive,Orlando,FL,32809-5721,
158389,Florida College of Natural Health,2001 W Sample Rd Ste 100,Pompano Beach,FL,33064,
163143,Florida College of Natural Health,7925 NW 12th St Ste 201,Miami,FL,33126,
167640,Florida College of Natural Health,2600 Lake Lucien Drive   Suite#140,Maitland,FL,32751,
167659,Florida College of Natural Health,616  67th Street Circle East,Bradenton,FL,34208,
227669,Florida Department of Corrections,19225 US Highway 27,Clermont,FL,34715,
192660,Florida Department of Education,"325 West Gaines Street, Room 1032",Tallahassee,FL,32399-0400,
186070,Florida Education Center - Lauderhill,1299B NW 40th Avenue,Lauderhill,FL,33313,
169761,Florida Education Institute,5818 SW 8th St,Miami,FL,33144,
230029,Florida English Language Institute,"201 Douglas Avenue, Suite C",Dunedin,FL,34698,
109749,Florida Gateway College,149 SE College Place,Lake City,FL,32025,
165918,Florida Gulf Coast University,10501 FGCU Blvd South,Fort Myers,FL,33965-6565,
205708,Florida Hospital,496 West Central Parkway,Altamonte Springs,FL,32714,
169789,Florida Institute of Animal Arts,3776 Howell Branch Road,Winter Park,FL,32792,
177825,Florida Institute of Montessori Studies,1240 Banana River Dr.,Indian Harbour Beach,FL,32937,
219073,"Florida Institute of Recording, Sound and Technology, Inc.",2309 Silver Star Road,Orlando,FL,32804,
109402,Florida Institute of Technology-Melbourne,150 West University Boulevard,Melbourne,FL,32901-6975,
228918,Florida Institute of Traditional Chinese Medicine,5335 66th Street,North St. Petersburg,FL,33709,
109411,Florida Institute of Ultrasound,"8800 University Parkway, Suite A4",Pensacola,FL,32514,
233569,Florida International Training Institute,"9300 NW 25 St, Suite 207",Miami,FL,33172,
109420,Florida International University,11200 SW 8th Street,Miami,FL,33199,
109439,Florida Keys Community College,5901 College Road,Key West,FL,33040,
183840,Florida Language Center,5975 North Federal Highway Suite 243,Fort Lauderdale,FL,33308,
185606,Florida Medical Training Institute - Melbourne,478 Ballard Drive,Melbourne,FL,32935,
109448,Florida Memorial University,15800 NW 42 Ave,Miami Gardens,FL,33054-6199,
160339,Florida National University,4425 West 20 Avenue,Hialeah,FL,33012,
110662,Florida Panhandle Technical College,757 Hoyt Street,Chipley,FL,32428,
239053,Florida Polytechnic University,4700 Research Way,Lakeland,FL,33805,
109466,Florida School of Massage,6421 SW 13th Street,Gainesville,FL,32608-5419,
110060,Florida School of Traditional Midwifery,"810 East University Avenue, 2nd Floor",Gainesville,FL,32601,
109475,Florida Southern College,111 Lake Hollingsworth Drive,Lakeland,FL,33801-5698,
109262,Florida SouthWestern State College,8099 College Pky SW,Fort Myers,FL,33919-0000,
109323,Florida State College at Jacksonville,501 W State St,Jacksonville,FL,32202,
195261,Florida State Hospital,100 N. Main Street P.O. Box 1000,Chattahoochee,FL,32324-1000,
109484,Florida State University,211 Westcott Bldg,Tallahassee,FL,32306-1037,
109493,Florida Technical College,12900 Challenger Parkway,Orlando,FL,32826,
216515,Florida Vocational Institute,"7757 West Flagler Street, Suite 230",Miami,FL,33144,
200448,FLS International,"301 North lake Avenue, Suite 310",Pasadena,CA,91101,
236106,FLS International St. Peter's University,2641 John F. Kennedy Blvd. W,Jersey City,NJ,7306,
208752,Flushing Hospital Medical Center - Department of Dentistry General Practice Residency 12 Months,45th Ave. & Parsons Blvd.,Flushing,NY,11355,
228671,FMI Career School,"2040 NE 163rd Street, 1st Floor",North Miami Beach,FL,33162,
229568,Focus Personal Training Institute,"115 West 27th Street, 11th Floor",New York,NY,10001,
122481,Focus:  HOPE Machinist Training Institute,1200 Oakman Boulevard,Detroit,MI,48238,
184737,Focus: HOPE Information Technologies Center,1400 Oakman Boulevard,Detroit,MI,48238,
172228,Folsom Lake College,10 College Parkway,Folsom,CA,95630,
175096,Folsom-Cordova Adult School/Community Education Center,10850 Gadsten Way,Rancho Cordova,CA,95670,
157085,Fond du Lac Tribal and Community College,2101 14th St,Cloquet,MN,55720,
212249,Fontana Adult School,9453 Citrus Ave,Fontana,CA,92335,
125356,Fontbonne University,6800 Wydown Blvd,St. Louis,MO,63105-3098,
104072,Foothill College,12345 El Monte Rd,Los Altos Hills,CA,94022,
162928,Forbes Road Career and Technology Center,607 Beatty Road,Monroeville,PA,15146,
130448,Fordham University,441 E Fordham Rd,Bronx,NY,10458,
125365,Forest Institute of Professional Psychology,2885 W. Battlefield,Springfield,MO,65807,
207023,Forest Park Hospital,6150 Oakland Ave,Saint Louis,MO,63139-3215,
142328,Forrest College,601 East River Street,Anderson,SC,29624-2405,
133456,Forsyth Technical Community College,2100 Silas Creek Pky,Winston Salem,NC,27103-5197,
134468,Fort Berthold Community College,220 8th Ave. N,New Town,ND,58763,
116828,Fort Hays State University,600 Park Street,Hays,KS,67601,
107585,Fort Lewis College,1000 Rim Drive,Durango,CO,81301-3999,
109785,Fort Myers Technical College,3800 Michigan Ave,Fort Myers,FL,33916,
126571,Fort Peck Community College,605 Indian Street,Poplar,MT,59255,
109536,Fort Pierce Beauty Academy,3028 S US 1,Fort Pierce,FL,34982-6333,
116855,Fort Scott Community College,2108 S Horton,Fort Scott,KS,66701,
111230,Fort Valley State University,1005 State University Dr,Fort Valley,GA,31030-4313,
187666,Fort Wayne School of Radiography,700 Broadway,Fort Wayne,IN,41802,
144953,Fort Worth Beauty School,6785 Camp Bowie Blvd. Suite 100,Fort Worth,TX,76116,
197902,Fort Worth Independent School District Psychology Internship,"100 N. University, Suite NE 229",Fort Worth,TX,76107,
155344,Fortis College,7033 Airport Boulevard,Mobile,AL,36608,
155690,Fortis College,2108 Cobb Parkway,Smyrna,GA,30080,
158617,Fortis College,1201 West Oaks mall,Houston,TX,77082,
166850,Fortis College,200 E. Laurel Avenue,Foley,AL,36535,
168476,Fortis College,9255 Interline Avenue,Baton Rouge,LA,70809-1908,
215363,Fortis College,9001 N. Wesleyan Road,Indianapolis,IN,46268,
136729,Fortis College - Centerville,555 E Alex Bell Road,Centerville,OH,45459-2712,
234395,Fortis College - Cuyahoga Falls,2545 Bailey Road,Cuyahoga Falls,OH,44221,
185952,Fortis College - Largo,6565 Ulmerton Road,Largo,FL,33771,
147998,Fortis College - Norfolk,"6300 Center Drive, Suite 100",Norfolk,VA,23502,
168528,Fortis College - Orange Park,700 Blanding Blvd. Suite 16,Orange Park,FL,32065,
215381,Fortis College - Phoenix,555 North 18th Street,Phoenix,AZ,85006,
215372,Fortis College - Salt Lake City,"3949 South 700 East, Suite 150",Salt Lake City,UT,84107,
110024,Fortis College - Tampa,"3910 US Hwy 301 N, Suite 200",Tampa,FL,33619,
109138,Fortis College- Winter Park,1573 W. Fairbanks Ave,Winter Park,FL,32789,
120245,Fortis Institute,700 York Road,Towson,MD,21204,
127796,Fortis Institute,"201 Willowbrook Blvd., 2nd Floor",Wayne,NJ,7470,
215877,Fortis Institute - Baltimore,6901 Security Boulevard,Baltimore,MD,21244,
162672,Fortis Institute - Cookeville,1025 Highway 111,Cookeville,TN,38501,
141547,Fortis Institute - Erie,5757 West 26th Street,Erie,PA,16506-1013,
152691,Fortis Institute - Forty Fort,166 Slocum Street,Forty Fort,PA,18704-2936,
152761,Fortis Institute - Mulberry,"5925 Imperial Parkway, Suite 200",Mulberry,FL,33860,
158264,Fortis Institute - Scranton,517 Ash Street,Scranton,PA,18509-2903,
158246,Forty-Niner ROP,360 Nevada Street,Auburn,CA,95603,
208761,Forum Health/Western Reserve Care System Dental General Practice Residency 12 Months,345 Oak Hill Avenue,Youngstown,OH,44501,
240541,Forum Intensive English Center,"801 N. Pitt Street, Suite #102",Alexandria,VA,22314,
124645,Foster's Cosmetology College,1813 Highway 15 North,Ripley,MS,38663-0066,
163408,Foundation College,"404 Camino Del Rio South, Suite 100",San Diego,CA,92108,
233231,Fountain of Youth Academy of Cosmetology,108 Scharberry Lane,Mars,PA,16046,
144050,Fountainhead College of Technology,3203 Tazewell Pke,Knoxville,TN,37918,
177755,Fountainhead Montessori Adult Education,"6665 Amador Plaza Road, #200",Dublin,CA,94568,
179122,Four County Career Center,22-900 State Route 34,Archbold,OH,43502-9541,
125374,Four Rivers Career Center,1978 Image Drive,Washington,MO,63090-4235,
161545,Four-D College - Colton,1020 East Washington Street,Colton,CA,92324,
112996,Fox College Inc,6640 S. Cicero Avenue,Bedford Park,IL,60638,
149967,Fox Valley Technical College,1825 N Bluemound Dr,Appleton,WI,54912-2277,
